time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2022-09-27T15:01:48.860Z,38.7956667,-122.7475,1.56,2.09,md,42,47,0.01075,0.05,nc,nc73786466,2022-09-27T22:20:10.870Z,"2km NNE of The Geysers, CA",earthquake,0.17,0.24,0.121,26,reviewed,nc,nc
2022-09-26T05:18:31.980Z,38.8051667,-122.7428333,1.9,2.7,md,69,50,0.01395,0.06,nc,nc73785906,2022-10-03T09:48:40.040Z,"2km SW of Cobb, CA",earthquake,0.13,0.18,0.109,53,reviewed,nc,nc
2022-09-26T03:50:53.440Z,38.7913333,-122.7518333,4.05,1.38,md,48,46,0.01113,0.06,nc,nc73785881,2022-09-27T17:57:14.217Z,"2km NNE of The Geysers, CA",earthquake,0.17,0.22,0.088,18,reviewed,nc,nc
2022-09-22T03:47:55.000Z,38.8035,-122.7468333,0.49,1.41,md,44,49,0.01046,0.05,nc,nc73784461,2022-09-22T05:19:14.796Z,"3km SW of Cobb, CA",earthquake,0.11,0.19,0.23,18,reviewed,nc,nc
2022-09-17T16:35:09.800Z,38.7876667,-122.7688333,1.5,1.28,md,44,80,0.01477,0.04,nc,nc73782796,2022-09-17T19:02:11.197Z,"2km NW of The Geysers, CA",earthquake,0.11,0.19,0.094,10,reviewed,nc,nc
2022-09-16T11:29:49.590Z,38.7965012,-122.7521667,1.13,1.07,md,19,93,0.007192,0.04,nc,nc73782376,2022-09-16T11:31:23.368Z,"2km N of The Geysers, CA",earthquake,0.25,0.4,0.26,4,automatic,nc,nc
2022-09-15T03:19:38.970Z,38.7874985,-122.7498322,3.33,1.12,md,16,111,0.01109,0.04,nc,nc73781796,2022-09-15T03:52:11.775Z,"1km NNE of The Geysers, CA",earthquake,0.34,0.77,0.05,4,automatic,nc,nc
2022-09-14T09:58:54.890Z,38.776,-122.7466667,1.28,1.24,md,46,63,0.01061,0.05,nc,nc73781446,2022-09-14T11:25:10.035Z,"1km E of The Geysers, CA",earthquake,0.14,0.25,0.093,14,reviewed,nc,nc
2022-09-13T16:51:29.230Z,38.796833,-122.75,0.47,1.02,md,9,95,0.008481,0.03,nc,nc73781176,2022-09-13T17:08:14.519Z,"2km NNE of The Geysers, CA",earthquake,0.31,0.67,0.16,2,automatic,nc,nc
2022-09-13T15:36:41.000Z,38.7878342,-122.7695007,1.77,1.12,md,22,81,0.01489,0.04,nc,nc73781156,2022-09-13T16:52:10.406Z,"2km NW of The Geysers, CA",earthquake,0.22,0.42,0.06,6,automatic,nc,nc
2022-09-09T12:57:21.700Z,38.7813333,-122.7468333,-0.52,2.57,md,60,36,0.008126,0.07,nc,nc73779741,2022-10-21T05:31:06.040Z,"1km ENE of The Geysers, CA",earthquake,0.11,0.22,0.178,33,reviewed,nc,nc
2022-09-09T12:56:14.690Z,38.7891667,-122.7595,1.63,2.95,md,68,43,0.01144,0.06,nc,nc73779746,2022-10-21T05:33:59.040Z,"1km NNW of The Geysers, CA",earthquake,0.11,0.18,0.118,49,reviewed,nc,nc
2022-09-09T06:51:59.290Z,38.791832,-122.7614975,2.7,1.18,md,11,105,0.00889,0.02,nc,nc73779626,2022-09-09T23:16:36.897Z,"2km NNW of The Geysers, CA",earthquake,0.47,0.77,,1,automatic,nc,nc
2022-09-09T06:51:36.330Z,38.7866667,-122.7588333,2.45,2.33,md,82,35,0.01395,0.09,nc,nc73779621,2022-09-10T00:03:10.357Z,"1km NNW of The Geysers, CA",earthquake,0.12,0.21,0.168,48,reviewed,nc,nc
2022-09-08T11:46:54.120Z,38.7871667,-122.7668333,2.36,1.28,md,43,77,0.01455,0.04,nc,nc73776890,2022-09-09T06:56:11.062Z,"1km NW of The Geysers, CA",earthquake,0.17,0.31,0.064,14,reviewed,nc,nc
2022-09-05T07:26:23.120Z,38.7893333,-122.7683334,1.55,1.05,md,21,79,0.01313,0.03,nc,nc73775660,2022-09-05T07:43:11.481Z,"2km NW of The Geysers, CA",earthquake,0.22,0.41,0.15,5,automatic,nc,nc
2022-09-05T06:25:22.340Z,38.7878342,-122.7416687,1.74,1.1,md,14,87,0.006,0.02,nc,nc73775640,2022-09-05T07:19:11.326Z,"2km NE of The Geysers, CA",earthquake,0.28,0.62,0.09,3,automatic,nc,nc
2022-08-31T12:43:54.470Z,38.7928333,-122.7486667,1.8,1.06,md,46,45,0.01162,0.04,nc,nc73773885,2022-08-31T23:16:12.845Z,"2km NNE of The Geysers, CA",earthquake,0.15,0.22,0.054,12,reviewed,nc,nc
2022-08-31T09:29:20.580Z,38.793499,-122.7631683,2.03,1.15,md,27,65,0.007611,0.04,nc,nc73773830,2022-08-31T12:51:10.888Z,"2km NNW of The Geysers, CA",earthquake,0.24,0.42,0.08,5,automatic,nc,nc
2022-08-31T08:34:16.770Z,38.7871667,-122.7438333,1.85,1.78,md,62,40,0.006802,0.05,nc,nc73773815,2022-09-01T00:05:22.155Z,"2km NE of The Geysers, CA",earthquake,0.13,0.18,0.234,36,reviewed,nc,nc
2022-08-31T00:03:32.350Z,38.7785,-122.767,1.22,1.11,md,25,159,0.007829,0.13,nc,nc71128979,2022-08-31T17:59:13.774Z,"1km W of The Geysers, CA",earthquake,0.41,0.58,0.217,5,reviewed,nc,nc
2022-08-30T21:53:23.020Z,38.787,-122.75,0.17,1.51,md,39,51,0.01103,0.05,nc,nc73773555,2022-08-31T07:03:13.745Z,"1km NNE of The Geysers, CA",earthquake,0.13,0.27,0.056,10,reviewed,nc,nc
2022-08-29T03:14:03.310Z,38.7871667,-122.7678333,1.96,1.27,md,43,80,0.01486,0.05,nc,nc73772975,2022-08-30T19:58:12.800Z,"2km NW of The Geysers, CA",earthquake,0.15,0.24,0.155,11,reviewed,nc,nc
2022-08-28T04:37:57.030Z,38.7868333,-122.7675,1.19,1.73,md,52,36,0.01506,0.05,nc,nc73772600,2022-08-30T08:49:12.847Z,"1km NW of The Geysers, CA",earthquake,0.13,0.19,0.136,22,reviewed,nc,nc
2022-08-28T04:37:53.720Z,38.785,-122.7675,0.91,1.12,md,35,82,0.01432,0.06,nc,nc73772595,2022-08-30T07:57:14.552Z,"1km NW of The Geysers, CA",earthquake,0.15,0.26,0.552,5,reviewed,nc,nc
2022-08-27T04:04:42.360Z,38.787,-122.7696667,1.5,1.6,md,46,82,0.01554,0.04,nc,nc73772295,2022-08-29T19:52:11.290Z,"2km NW of The Geysers, CA",earthquake,0.13,0.22,0.243,20,reviewed,nc,nc
2022-08-23T07:36:40.020Z,38.7933333,-122.7458333,1.4,1.32,md,43,45,0.01234,0.04,nc,nc71128894,2022-08-24T05:56:12.431Z,"2km NNE of The Geysers, CA",earthquake,0.16,0.25,0.075,13,reviewed,nc,nc
2022-08-23T07:36:37.250Z,38.7945,-122.7448333,1.81,1.01,md,19,94,0.01291,0.03,nc,nc73770970,2022-08-24T02:33:13.163Z,"2km NNE of The Geysers, CA",earthquake,0.25,0.4,0.207,3,reviewed,nc,nc
2022-08-21T13:56:13.350Z,38.7886658,-122.7611694,0.8,1.01,md,19,77,0.012,0.04,nc,nc73770415,2022-08-21T15:18:10.733Z,"1km NNW of The Geysers, CA",earthquake,0.22,0.43,0.17,5,automatic,nc,nc
2022-08-19T19:43:32.890Z,38.7866669,-122.7333298,1.42,1.19,md,17,88,0.02489,0.04,nc,nc73769750,2022-08-19T21:52:11.191Z,"2km ENE of The Geysers, CA",earthquake,0.33,0.52,0.08,6,automatic,nc,nc
2022-08-18T18:58:05.970Z,38.7855,-122.767,2.57,1.5,md,49,55,0.01479,0.05,nc,nc73769475,2022-08-19T10:47:11.167Z,"1km NW of The Geysers, CA",earthquake,0.18,0.3,0.154,19,reviewed,nc,nc
2022-08-15T17:27:58.760Z,38.8053333,-122.7671667,1.08,1.13,md,40,56,0.007485,0.04,nc,nc73768440,2022-08-16T19:55:10.343Z,"3km NNW of The Geysers, CA",earthquake,0.15,0.22,0.055,8,reviewed,nc,nc
2022-08-13T03:40:53.110Z,38.7895012,-122.7614975,1.62,1.08,md,16,63,0.01119,0.02,nc,nc73767525,2022-08-13T05:12:14.927Z,"1km NNW of The Geysers, CA",earthquake,0.25,0.52,0.1,4,automatic,nc,nc
2022-08-10T06:28:48.900Z,38.7968333,-122.7651667,1.3,1.43,md,49,49,0.005701,0.06,nc,nc73766200,2022-08-11T01:20:11.055Z,"2km NNW of The Geysers, CA",earthquake,0.15,0.25,0.099,19,reviewed,nc,nc
2022-08-10T05:50:18.120Z,38.796,-122.7428333,1.07,1.2,md,36,47,0.01361,0.06,nc,nc73766190,2022-08-11T00:25:13.747Z,"2km NNE of The Geysers, CA",earthquake,0.16,0.3,0.078,11,reviewed,nc,nc
2022-08-03T12:14:31.990Z,38.7886667,-122.7598333,1.83,1.5,md,50,42,0.01194,0.05,nc,nc73763525,2022-08-05T23:08:11.189Z,"1km NNW of The Geysers, CA",earthquake,0.14,0.24,0.138,20,reviewed,nc,nc
2022-08-02T07:01:38.230Z,38.7876667,-122.75,0.71,1.11,md,43,41,0.01128,0.06,nc,nc73762970,2022-08-04T20:11:22.923Z,"1km NNE of The Geysers, CA",earthquake,0.15,0.21,0.088,12,reviewed,nc,nc
2022-07-31T23:28:30.580Z,38.7956667,-122.7695,4.56,1.9,md,55,49,0.009111,0.07,nc,nc73764866,2022-08-03T19:53:11.383Z,"2km NNW of The Geysers, CA",earthquake,0.15,0.24,0.136,28,reviewed,nc,nc
2022-07-31T01:25:54.860Z,38.7881667,-122.7613333,1.58,1.48,md,45,40,0.0125,0.04,nc,nc73764501,2022-08-02T21:17:11.894Z,"1km NNW of The Geysers, CA",earthquake,0.14,0.23,0.13,19,reviewed,nc,nc
2022-07-30T08:10:50.920Z,38.7983322,-122.7506638,1.83,1.09,md,18,97,0.007432,0.02,nc,nc73764321,2022-07-30T08:27:17.218Z,"2km NNE of The Geysers, CA",earthquake,0.27,0.5,0.09,4,automatic,nc,nc
2022-07-27T07:56:47.770Z,38.7883333,-122.7543333,2.27,1.4,md,47,48,0.01297,0.09,nc,nc73763321,2022-07-28T02:28:10.660Z,"1km N of The Geysers, CA",earthquake,0.19,0.33,0.137,18,reviewed,nc,nc
2022-07-22T22:15:15.250Z,38.7928333,-122.7618333,1.05,2.57,md,76,32,0.007955,0.06,nc,nc73761716,2022-09-27T16:57:16.040Z,"2km NNW of The Geysers, CA",earthquake,0.1,0.15,0.145,50,reviewed,nc,nc
2022-07-21T20:18:57.040Z,38.7879982,-122.769165,1.74,1.13,md,24,80,0.01461,0.04,nc,nc73761406,2022-07-21T23:05:17.044Z,"2km NW of The Geysers, CA",earthquake,0.23,0.41,0.04,5,automatic,nc,nc
2022-07-16T03:26:29.140Z,38.7861667,-122.735,1.94,2.5,md,80,37,0.003221,0.06,nc,nc73759136,2022-09-27T16:56:52.040Z,"2km ENE of The Geysers, CA",earthquake,0.1,0.17,0.142,63,reviewed,nc,nc
2022-07-15T13:00:23.040Z,38.7926667,-122.7483333,1.96,1.93,md,55,45,0.01193,0.05,nc,nc73758861,2022-07-19T00:01:10.947Z,"2km NNE of The Geysers, CA",earthquake,0.14,0.22,0.164,25,reviewed,nc,nc
2022-07-12T10:12:03.050Z,38.7895,-122.7608333,3.17,1.8,md,47,54,0.01114,0.05,nc,nc73757751,2022-07-13T21:34:14.749Z,"1km NNW of The Geysers, CA",earthquake,0.17,0.33,0.072,10,reviewed,nc,nc
2022-07-11T09:21:18.500Z,38.8031667,-122.7456667,0.45,1.12,md,35,49,0.01126,0.04,nc,nc73757376,2022-07-13T06:01:10.289Z,"3km SW of Cobb, CA",earthquake,0.15,0.25,0.094,10,reviewed,nc,nc
2022-07-06T05:32:36.950Z,38.7956657,-122.7738342,3.56,1.08,md,24,74,0.01128,0.02,nc,nc73755221,2022-07-06T07:20:10.826Z,"2km NW of The Geysers, CA",earthquake,0.27,0.55,0.1,4,automatic,nc,nc
2022-07-05T21:32:49.560Z,38.7753333,-122.7453333,2.36,1.42,md,41,65,0.01037,0.04,nc,nc73755016,2022-07-07T05:51:13.122Z,"1km ESE of The Geysers, CA",earthquake,0.19,0.33,0.145,12,reviewed,nc,nc
2022-07-03T18:30:52.000Z,38.7866667,-122.7681667,2.51,1.32,md,47,56,0.01542,0.04,nc,nc73753966,2022-07-06T00:23:16.385Z,"2km NW of The Geysers, CA",earthquake,0.14,0.22,0.052,16,reviewed,nc,nc
2022-07-01T11:57:37.060Z,38.7861667,-122.7688333,2.06,1.07,md,40,85,0.01561,0.04,nc,nc73753186,2022-07-05T18:24:15.200Z,"2km NW of The Geysers, CA",earthquake,0.16,0.27,0.199,7,reviewed,nc,nc
2022-07-01T09:57:52.440Z,38.7951667,-122.7658333,1.4,1.14,md,43,69,0.007252,0.05,nc,nc73753146,2022-07-05T19:50:10.829Z,"2km NNW of The Geysers, CA",earthquake,0.14,0.26,0.119,7,reviewed,nc,nc
2022-06-30T07:00:43.100Z,38.797,-122.7361667,0.88,1.11,md,40,48,0.01375,0.05,nc,nc73752821,2022-06-30T19:57:11.092Z,"3km NE of The Geysers, CA",earthquake,0.15,0.25,0.098,9,reviewed,nc,nc
2022-06-29T07:52:38.880Z,38.7936667,-122.7763333,-0.21,1.34,md,23,96,0.009066,0.06,nc,nc71128419,2022-06-29T22:08:13.124Z,"2km NW of The Geysers, CA",earthquake,0.17,0.35,0.009,3,reviewed,nc,nc
2022-06-29T07:52:36.890Z,38.7928333,-122.7766667,0.19,1.55,md,32,78,0.008799,0.04,nc,nc73752471,2022-06-29T21:43:12.988Z,"2km NW of The Geysers, CA",earthquake,0.13,0.24,0.116,5,reviewed,nc,nc
2022-06-29T06:57:43.510Z,38.7874985,-122.7679977,2.09,1,md,22,81,0.01462,0.04,nc,nc73752451,2022-06-29T07:45:17.898Z,"2km NW of The Geysers, CA",earthquake,0.26,0.43,0.23,5,automatic,nc,nc
2022-06-27T13:02:30.890Z,38.7878333,-122.762,1.4,1.31,md,43,64,0.0129,0.06,nc,nc73751631,2022-06-28T22:57:20.606Z,"1km NNW of The Geysers, CA",earthquake,0.13,0.19,0.086,12,reviewed,nc,nc
2022-06-27T06:43:41.670Z,38.7928333,-122.7471667,2.01,1.65,md,56,45,0.01252,0.04,nc,nc73751556,2022-06-28T21:12:17.969Z,"2km NNE of The Geysers, CA",earthquake,0.13,0.23,0.182,26,reviewed,nc,nc
2022-06-25T09:07:45.360Z,38.7869987,-122.7689972,1.69,1.19,md,25,81,0.01542,0.03,nc,nc73750771,2022-06-25T12:34:12.054Z,"2km NW of The Geysers, CA",earthquake,0.22,0.37,0.09,6,automatic,nc,nc
2022-06-24T17:31:26.430Z,38.795,-122.7663333,3.28,1.73,md,45,70,0.007637,0.05,nc,nc73750496,2022-06-28T03:25:10.575Z,"2km NNW of The Geysers, CA",earthquake,0.17,0.29,0.068,13,reviewed,nc,nc
2022-06-20T13:09:21.730Z,38.779335,-122.7683334,1.27,1.13,md,6,98,0.03552,0.03,nc,nc73748141,2022-06-20T15:30:10.659Z,"1km WNW of The Geysers, CA",earthquake,0.38,1.15,0.17,6,automatic,nc,nc
2022-06-17T16:50:36.810Z,38.7879982,-122.7501678,2.56,1.14,md,20,82,0.01153,0.03,nc,nc73746766,2022-06-17T19:26:10.874Z,"1km NNE of The Geysers, CA",earthquake,0.28,0.56,0.04,4,automatic,nc,nc
2022-06-17T14:19:12.810Z,38.7961655,-122.7490005,1.06,1.09,md,18,94,0.009481,0.06,nc,nc73746711,2022-06-17T14:51:14.282Z,"2km NNE of The Geysers, CA",earthquake,0.27,0.56,0.1,4,automatic,nc,nc
2022-06-15T11:02:53.060Z,38.8073349,-122.7551651,0.8,1.13,md,20,108,0.007584,0.05,nc,nc73745616,2022-06-15T12:57:11.574Z,"3km WSW of Cobb, CA",earthquake,0.24,0.44,0.14,5,automatic,nc,nc
2022-06-15T09:22:39.190Z,38.7943333,-122.7466667,2.18,1.35,md,43,46,0.01197,0.04,nc,nc73745576,2022-06-16T10:13:17.246Z,"2km NNE of The Geysers, CA",earthquake,0.19,0.32,0.101,11,reviewed,nc,nc
2022-06-15T00:16:54.730Z,38.7871666,-122.7681656,2.04,1.18,md,27,81,0.01497,0.03,nc,nc73745461,2022-06-15T01:16:17.384Z,"2km NW of The Geysers, CA",earthquake,0.22,0.38,0.05,7,automatic,nc,nc
2022-06-14T19:50:15.050Z,38.7893333,-122.7340012,1.61,1.06,md,16,107,0.006449,0.03,nc,nc73745356,2022-06-14T20:15:21.643Z,"2km NE of The Geysers, CA",earthquake,0.29,0.49,0.14,4,automatic,nc,nc
2022-06-13T19:30:26.040Z,38.7868333,-122.7675,1.99,1.51,md,39,80,0.01506,0.05,nc,nc73745016,2022-06-16T04:42:10.340Z,"1km NW of The Geysers, CA",earthquake,0.16,0.25,0.051,9,reviewed,nc,nc
2022-06-13T09:05:04.810Z,38.787,-122.778,0.89,1.32,md,41,84,0.009907,0.05,nc,nc73744886,2022-06-16T03:11:21.747Z,"2km WNW of The Geysers, CA",earthquake,0.17,0.27,0.021,9,reviewed,nc,nc
2022-06-09T08:51:50.870Z,38.7791667,-122.7661667,1.83,1.49,md,49,62,0.00844,0.06,nc,nc73743236,2022-06-14T21:58:17.252Z,"1km WNW of The Geysers, CA",earthquake,0.15,0.26,0.166,19,reviewed,nc,nc
2022-06-09T06:58:39.540Z,38.791832,-122.7754974,-0.3,1.05,md,19,78,0.009799,0.05,nc,nc73743191,2022-06-09T07:30:15.028Z,"2km NW of The Geysers, CA",earthquake,0.2,0.54,0.18,4,automatic,nc,nc
2022-06-09T02:35:29.550Z,38.7973333,-122.7503333,1.44,1.66,md,60,48,0.008032,0.05,nc,nc73743131,2022-06-14T06:56:11.817Z,"2km NNE of The Geysers, CA",earthquake,0.12,0.21,0.302,29,reviewed,nc,nc
2022-06-08T03:15:44.680Z,38.7866667,-122.7665,2.01,1.11,md,41,78,0.01491,0.04,nc,nc73741336,2022-06-08T17:07:10.976Z,"1km NW of The Geysers, CA",earthquake,0.17,0.27,0.033,7,reviewed,nc,nc
2022-06-05T08:10:14.720Z,38.796,-122.7476667,1.34,2,md,66,37,0.01048,0.05,nc,nc73740786,2022-06-11T03:27:10.783Z,"2km NNE of The Geysers, CA",earthquake,0.11,0.15,0.197,39,reviewed,nc,nc
2022-06-05T06:45:28.810Z,38.7868333,-122.7648333,1.53,1.87,md,57,57,0.01434,0.06,nc,nc73740766,2022-06-09T19:03:15.300Z,"1km NW of The Geysers, CA",earthquake,0.11,0.18,0.204,36,reviewed,nc,nc
2022-06-04T15:32:06.830Z,38.7868333,-122.7693333,1.54,1.08,md,9,82,0.02928,0.04,nc,nc73740581,2022-06-06T16:40:14.480Z,"2km NW of The Geysers, CA",earthquake,0.22,0.75,0.121,10,reviewed,nc,nc
2022-06-01T16:27:15.200Z,38.7971667,-122.7535,3.81,1.77,md,53,47,0.005957,0.06,nc,nc73739926,2022-06-11T08:09:14.650Z,"2km N of The Geysers, CA",earthquake,0.18,0.24,0.172,23,reviewed,nc,nc
2022-06-01T02:36:32.000Z,38.8,-122.7701667,1.69,1.67,md,45,56,0.008193,0.05,nc,nc73739761,2022-06-09T18:35:20.137Z,"3km NNW of The Geysers, CA",earthquake,0.13,0.18,0.107,19,reviewed,nc,nc
2022-05-28T19:51:35.870Z,38.792,-122.734,1.55,1.47,md,44,42,0.009006,0.04,nc,nc73739026,2022-06-09T06:11:22.585Z,"2km NE of The Geysers, CA",earthquake,0.16,0.26,0.081,13,reviewed,nc,nc
2022-05-28T15:18:08.310Z,38.7861667,-122.7388333,1.34,1.62,md,46,43,0.003358,0.07,nc,nc73738961,2022-06-09T03:51:10.760Z,"2km ENE of The Geysers, CA",earthquake,0.16,0.22,0.077,14,reviewed,nc,nc
2022-05-28T14:27:19.370Z,38.7946667,-122.7388333,1.38,1.72,md,52,45,0.01153,0.05,nc,nc73738951,2022-06-09T03:56:14.785Z,"2km NE of The Geysers, CA",earthquake,0.14,0.21,0.198,24,reviewed,nc,nc
2022-05-24T16:07:20.400Z,38.7871667,-122.7685,2.31,1.49,md,42,81,0.01509,0.04,nc,nc71128104,2022-05-25T00:22:16.846Z,"2km NW of The Geysers, CA",earthquake,0.16,0.28,0.029,9,reviewed,nc,nc
